SKU,Item Name,Order URL,Order Number,Order Line Status,Preferred Origin Facility,Brand,Custom Reference,Orderline Number,Priority,Date,Channel,Quantity
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7cf41146-ab55-4520-938e-a9eb8e6b69af"" target=""_blank"" style=""color:  #1463FF"">FF5127917</a>",FF5127917,backordered,ATLs001,Wild,US876366,4,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7cf41146-ab55-4520-938e-a9eb8e6b69af"" target=""_blank"" style=""color:  #1463FF"">FF5127917</a>",FF5127917,backordered,ATLs001,Wild,US876366,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/b23c6701-58b1-4aa6-9e74-f21e8749db77"" target=""_blank"" style=""color:  #1463FF"">FF5127918</a>",FF5127918,backordered,ATLs001,Wild,US876356,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/be5ff1a4-56bb-44ec-92e7-b423226d335e"" target=""_blank"" style=""color:  #1463FF"">FF5127922</a>",FF5127922,backordered,ATLs001,Wild,US876377,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/f6ae50a7-b7fb-4956-b625-c2e6f79fe547"" target=""_blank"" style=""color:  #1463FF"">FF5127942</a>",FF5127942,backordered,ATLs001,Wild,US876379,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/d0faa726-9fe3-4000-974f-80cd6a4fee29"" target=""_blank"" style=""color:  #1463FF"">FF5127945</a>",FF5127945,backordered,ATLs001,Wild,US876396,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/d0faa726-9fe3-4000-974f-80cd6a4fee29"" target=""_blank"" style=""color:  #1463FF"">FF5127945</a>",FF5127945,backordered,ATLs001,Wild,US876396,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/9f056555-7738-4195-8689-8733509c3ec3"" target=""_blank"" style=""color:  #1463FF"">FF5127952</a>",FF5127952,backordered,ATLs001,Wild,US876399,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/eda1bcf8-465a-450c-a532-c284d3184a98"" target=""_blank"" style=""color:  #1463FF"">FF5127966</a>",FF5127966,backordered,ATLs001,Wild,US876391,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/118dae06-6b74-49c1-807a-bd333e164737"" target=""_blank"" style=""color:  #1463FF"">FF5127983</a>",FF5127983,backordered,ATLs001,Wild,US876418,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e1dd53f9-1d20-4785-b83e-cb1a34097c64"" target=""_blank"" style=""color:  #1463FF"">FF5127996</a>",FF5127996,backordered,ATLs001,Wild,US876431,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e1dd53f9-1d20-4785-b83e-cb1a34097c64"" target=""_blank"" style=""color:  #1463FF"">FF5127996</a>",FF5127996,backordered,ATLs001,Wild,US876431,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e1dd53f9-1d20-4785-b83e-cb1a34097c64"" target=""_blank"" style=""color:  #1463FF"">FF5127996</a>",FF5127996,backordered,ATLs001,Wild,US876431,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/989b9ec6-3ed0-4b22-abdd-9ec88d4d805b"" target=""_blank"" style=""color:  #1463FF"">FF5128004</a>",FF5128004,backordered,ATLs001,Wild,US876430,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7131474a-9c35-45b2-8c3f-0ebecbf31393"" target=""_blank"" style=""color:  #1463FF"">FF5128005</a>",FF5128005,backordered,ATLs001,Wild,US876456,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7e591774-fb11-4b10-bb8e-93a78ce09d2a"" target=""_blank"" style=""color:  #1463FF"">FF5128008</a>",FF5128008,backordered,ATLs001,Wild,US876449,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/89b62047-c2ef-48ac-87e9-1ef9263c0050"" target=""_blank"" style=""color:  #1463FF"">FF5128016</a>",FF5128016,backordered,ATLs001,Wild,US876428,2,Medium,2026-06-16,D2C,2
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/89b62047-c2ef-48ac-87e9-1ef9263c0050"" target=""_blank"" style=""color:  #1463FF"">FF5128016</a>",FF5128016,backordered,ATLs001,Wild,US876428,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/925bb9ab-8b61-41bc-a731-2420e7a8b335"" target=""_blank"" style=""color:  #1463FF"">FF5128019</a>",FF5128019,backordered,ATLs001,Wild,US876436,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/055a2fde-94b5-478b-a6ea-8137800010d3"" target=""_blank"" style=""color:  #1463FF"">FF5128021</a>",FF5128021,backordered,ATLs001,Wild,US876439,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/85db31dd-b2ab-4515-8b58-628b63945d09"" target=""_blank"" style=""color:  #1463FF"">FF5128026</a>",FF5128026,backordered,ATLs001,Wild,US876463,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/89e80d87-062e-486d-96a7-1356c88d24af"" target=""_blank"" style=""color:  #1463FF"">FF5128032</a>",FF5128032,backordered,ATLs001,Wild,US876469,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/fe3843b2-c04f-4dd8-8118-d027d3d2bab9"" target=""_blank"" style=""color:  #1463FF"">FF5128033</a>",FF5128033,backordered,ATLs001,Wild,US876467,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/f1deee0d-3fe0-479c-b64f-b02f76c99c9f"" target=""_blank"" style=""color:  #1463FF"">FF5128034</a>",FF5128034,backordered,ATLs001,Wild,US876461,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/807272ad-26e1-43da-b257-bbd5ef26b5ad"" target=""_blank"" style=""color:  #1463FF"">FF5128039</a>",FF5128039,backordered,ATLs001,Wild,US876476,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/7e7dafbe-2aec-4a36-9384-14d930fc6412"" target=""_blank"" style=""color:  #1463FF"">FF5128044</a>",FF5128044,backordered,ATLs001,Wild,US876473,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/d6b43fb5-c474-4a99-951b-08ce8708bfc7"" target=""_blank"" style=""color:  #1463FF"">FF5128045</a>",FF5128045,backordered,ATLs001,Wild,US876479,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/1c206acb-ba4f-4214-9e83-88957d4651e0"" target=""_blank"" style=""color:  #1463FF"">FF5128046</a>",FF5128046,backordered,ATLs001,Wild,US876465,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/aea51c02-217c-445c-a2ca-4c9253bf72c0"" target=""_blank"" style=""color:  #1463FF"">FF5128053</a>",FF5128053,backordered,ATLs001,Wild,US876480,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/5f777fc1-e590-412f-afc9-146aca1d65a9"" target=""_blank"" style=""color:  #1463FF"">FF5128057</a>",FF5128057,backordered,ATLs001,Wild,US876483,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/72d3ee2b-dcdf-4a50-b9f3-66d0d27f6f3f"" target=""_blank"" style=""color:  #1463FF"">FF5128059</a>",FF5128059,backordered,ATLs001,Wild,US876477,1,Medium,2026-06-16,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/749cbb95-89e7-4021-bc19-15d3bf622fd4"" target=""_blank"" style=""color:  #1463FF"">FF5128060</a>",FF5128060,backordered,ATLs001,Wild,US876496,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/c1e4002a-b444-4250-98ec-f0a74ebe3fdb"" target=""_blank"" style=""color:  #1463FF"">FF5128063</a>",FF5128063,backordered,ATLs001,Wild,US876485,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/78886304-ac6f-49b6-8830-fc486feef82b"" target=""_blank"" style=""color:  #1463FF"">FF5128073</a>",FF5128073,backordered,ATLs001,Wild,US876517,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/78886304-ac6f-49b6-8830-fc486feef82b"" target=""_blank"" style=""color:  #1463FF"">FF5128073</a>",FF5128073,backordered,ATLs001,Wild,US876517,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/1faff357-f1dc-4c4a-ad15-edd1d375bf5e"" target=""_blank"" style=""color:  #1463FF"">FF5128076</a>",FF5128076,backordered,ATLs001,Wild,US876504,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/0419d188-4673-4e13-943c-e0533751e4fe"" target=""_blank"" style=""color:  #1463FF"">FF5128080</a>",FF5128080,backordered,ATLs001,Wild,US876510,1,Medium,2026-06-16,D2C,3
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/732886c6-9181-47c5-adac-d189cc4e4be8"" target=""_blank"" style=""color:  #1463FF"">FF5128086</a>",FF5128086,backordered,ATLs001,Wild,US876513,1,Medium,2026-06-16,D2C,2
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/4cb5b624-ef85-41cd-9caa-ee7cb0820682"" target=""_blank"" style=""color:  #1463FF"">FF5128093</a>",FF5128093,backordered,ATLs001,Wild,US876525,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/bf3c4b18-eed8-4ee8-abdf-f9383b475108"" target=""_blank"" style=""color:  #1463FF"">FF5128097</a>",FF5128097,backordered,ATLs001,Wild,US876522,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/bf3c4b18-eed8-4ee8-abdf-f9383b475108"" target=""_blank"" style=""color:  #1463FF"">FF5128097</a>",FF5128097,backordered,ATLs001,Wild,US876522,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/9f4d3b43-dbfa-4716-b037-cd904fef6c19"" target=""_blank"" style=""color:  #1463FF"">FF5128098</a>",FF5128098,backordered,ATLs001,Wild,US876527,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/9f4d3b43-dbfa-4716-b037-cd904fef6c19"" target=""_blank"" style=""color:  #1463FF"">FF5128098</a>",FF5128098,backordered,ATLs001,Wild,US876527,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/40e1034b-edf1-42ff-a2a8-90bf8d4fab8f"" target=""_blank"" style=""color:  #1463FF"">FF5128104</a>",FF5128104,backordered,ATLs001,Wild,US876557,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e7ec658a-edd9-4ffb-ad1f-064507faae2e"" target=""_blank"" style=""color:  #1463FF"">FF5128106</a>",FF5128106,backordered,ATLs001,Wild,US876554,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/e7ec658a-edd9-4ffb-ad1f-064507faae2e"" target=""_blank"" style=""color:  #1463FF"">FF5128106</a>",FF5128106,backordered,ATLs001,Wild,US876554,3,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/6ddc34e0-7406-45b7-bf6e-88e48bc1b07f"" target=""_blank"" style=""color:  #1463FF"">FF5128110</a>",FF5128110,backordered,ATLs001,Wild,US876544,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/d12d9ea5-8ccd-44a3-a4ec-1e25a349c007"" target=""_blank"" style=""color:  #1463FF"">FF5128112</a>",FF5128112,backordered,ATLs001,Wild,US876536,2,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/82ddba8b-4acd-4cc2-80cb-89b19379729b"" target=""_blank"" style=""color:  #1463FF"">WCR24</a>",Fresh Cotton & Sea Salt Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/d12d9ea5-8ccd-44a3-a4ec-1e25a349c007"" target=""_blank"" style=""color:  #1463FF"">FF5128112</a>",FF5128112,backordered,ATLs001,Wild,US876536,1,Medium,2026-06-16,D2C,1
"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/items/f114c4b4-2fe1-4506-b6c4-acfd00b14d1c"" target=""_blank"" style=""color:  #1463FF"">WCR507</a>",Thunderstorm Deodorant Refill,"<a href=""https://shipper.stord.com/distribution_networks/a5d95507-781a-48fa-8b25-300938c92524/orders/87107b02-b02c-42f2-a221-933c71f99c38"" target=""_blank"" style=""color:  #1463FF"">FF5128115</a>",FF5128115,backordered,ATLs001,Wild,US876555,1,Medium,2026-06-16,D2C,3
